TrialNo,TableDim,Distance,Bounces,Velocity,RunUpD,Start_x,Start_y,V_theta,Occl_x,Occl_y,Occl_theta,End_x,End_y,Sim_theta,Prebounces
487,1200x900,1000,0,600,400,1003.63441962,141.483644417,0.387107665867,1004.93082637,292.110805758,2.75448498772,78,670,5.89607764131,1
488,1200x900,1000,0,600,400,1008.79698723,42.1603190958,0.478670797484,1017.49554502,225.939628154,2.66292185611,129,687,5.8045145097,1
489,1200x900,1000,0,600,400,1009.00277214,43.1128970409,0.412208313802,1005.15457115,202.965721384,2.72938433979,88,604,5.87097699338,1
490,1200x900,1000,0,600,400,1044.17771874,868.476238098,5.77152467082,986.804552361,673.11551024,3.65325328995,114,183,0.511660636363,1
491,1200x900,1000,0,600,400,1001.8276071,787.924142215,5.84822501931,1015.79366346,619.795761684,3.57655294146,108,198,0.434960287874,1
492,1200x900,1000,0,600,400,1010.83888808,150.92091417,0.396817459596,999.217962678,305.128453632,2.74477519399,76,692,5.88636784758,1
493,1200x900,1000,0,600,400,1018.04704943,18.2659388129,0.414428839728,996.261803743,178.930146251,2.72716381386,80,582,5.86875646745,1
494,1200x900,1000,0,600,400,1004.74115664,55.2024138179,0.472209859617,1018.45586222,236.68972588,2.66938279397,127,692,5.81097544756,1
495,1200x900,1000,0,600,400,1006.68483771,124.159308944,0.417635693867,1007.96450836,285.993905895,2.72395695972,93,692,5.86554961331,1
496,1200x900,1000,0,600,400,1022.64075968,88.796533089,0.403894526381,990.45695023,245.604521159,2.73769812721,70,639,5.8792907808,1
497,1200x900,1000,0,600,400,1015.66593213,78.4671488207,0.456818299158,1004.35793021,254.464011407,2.68477435443,106,696,5.82636700802,1
498,1200x900,1000,0,600,400,1025.13941749,883.334655606,5.82174410339,996.307159219,705.684278758,3.60303385738,100,260,0.46144120379,1
499,1200x900,1000,0,600,400,1006.24509047,840.22662462,5.86446631345,1007.52414522,677.997036603,3.56031164732,93,271,0.418718993727,1
500,1200x900,1000,0,600,400,1033.13123593,51.6383920928,0.481507092742,992.184269642,236.421450346,2.66008556085,105,700,5.80167821444,1
501,1200x900,1000,0,600,400,1001.69265913,883.619162658,5.8711858661,1013.23831626,723.842701301,3.55359209467,96,323,0.411999441084,1
502,1200x900,1000,0,600,400,1012.42946755,19.493697843,0.458389569399,1008.66304917,196.052993958,2.68320308419,111,639,5.82479573778,1
503,1200x900,1000,0,600,400,1032.41790533,885.326862295,5.8352664706,988.251736417,712.523706541,3.58951149017,86,279,0.447918836582,1
504,1200x900,1000,0,600,400,1026.32128276,60.0559802853,0.473932183869,997.67034847,242.155025904,2.66766046972,107,699,5.80925312331,1
505,1200x900,1000,1,600,400,1145.6796766,474.652468445,5.55209618494,936.19210564,208.247819135,3.87268177583,191,484,5.55209618494,1
506,1200x900,1000,1,600,400,1113.07645868,663.681992766,5.24154766464,1064.31207648,319.252393536,4.18323029613,559,567,5.24154766464,1
507,1200x900,1000,1,600,400,520.429984501,68.8959830982,5.81762815406,876.965047604,133.630351975,0.465557153124,608,583,5.81762815406,1
508,1200x900,1000,1,600,400,383.320355135,437.920903585,0.0336342671909,782.094689257,451.338446063,0.0336342671909,596,485,6.24955103999,0
509,1200x900,1000,1,600,400,475.511276254,547.845212532,6.20177740966,873.189870736,515.39932696,6.20177740966,509,434,0.0814078975181,0
510,1200x900,1000,1,600,400,1139.1251542,864.053803158,5.28128745972,1025.24305457,527.898345983,4.14349050105,486,338,5.28128745972,1
511,1200x900,1000,1,600,400,639.662003628,66.1942040212,5.96882200854,1019.10838888,80.4797538438,0.314363298638,408,390,5.96882200854,1
512,1200x900,1000,1,600,400,1106.45491798,505.890486566,2.3337221386,830.730266357,794.294571985,2.3337221386,139,261,0.807870514991,0
513,1200x900,1000,1,600,400,566.768098422,781.53601054,4.47313573082,472.214190372,393.901442329,4.47313573082,235,602,4.95164222994,0
514,1200x900,1000,1,600,400,525.864756292,205.589299039,0.353312554268,900.219201981,343.646348813,0.353312554268,539,690,5.92987275291,0
515,1200x900,1000,1,600,400,680.216036373,360.781695669,6.18030269282,1077.10622431,319.803912404,6.18030269282,307,217,0.102882614364,0
516,1200x900,1000,1,600,400,566.315194985,285.330440355,0.196745091388,957.617701188,363.326264854,0.196745091388,440,559,6.08644021579,0
517,1200x900,1000,1,600,400,433.301064819,240.732229429,6.24122139962,831.949802948,223.993544042,6.24122139962,548,182,0.0419639075588,0
518,1200x900,1000,1,600,400,471.778296557,262.198723455,0.330861638672,849.137647524,391.817087271,0.330861638672,583,717,5.95232366851,0
519,1200x900,1000,1,600,400,1173.19190063,129.27160566,0.885474414511,952.555196008,438.18352702,2.25611823908,319,565,0.885474414511,1
520,1200x900,1000,1,600,400,514.54777876,776.163810498,5.9055876439,885.439438058,629.057124506,5.9055876439,564,260,0.377597663277,0
521,1200x900,1000,1,600,400,1065.7331358,437.804107182,5.74547161971,970.740796095,233.446817039,3.67930634106,111,303,5.74547161971,1
522,1200x900,1000,1,600,400,807.101886993,127.078554434,2.00117572629,640.6328492,489.692756385,2.00117572629,223,379,1.1404169273,0
523,1200x900,1000,1,600,400,698.645806099,716.921157264,5.99423763136,1081.10496557,603.228627444,5.99423763136,339,318,0.288947675819,0
524,1200x900,1000,1,600,400,1088.95534869,22.7117457042,1.97838498298,930.793074311,389.02540224,1.97838498298,534,470,1.16320767061,0
525,1200x900,1000,1,600,400,991.551130745,430.870395153,4.04314443931,744.014058483,117.938457097,4.04314443931,123,690,5.38163352146,0
526,1200x900,1000,1,600,400,491.436995677,870.659364751,6.16817523996,887.801053682,824.871445797,6.16817523996,497,710,0.115010067216,0
527,1200x900,1000,1,600,400,441.470631771,876.881345244,6.08482903162,832.646964497,798.25516185,6.08482903162,565,601,0.198356275558,0
528,1200x900,1000,1,600,400,1166.59153508,202.71141524,1.30102823841,1105.77442777,587.280673939,1.84056441518,839,227,1.30102823841,1
529,1200x900,1000,1,600,400,1124.28007033,602.51081095,5.49546684332,973.169643187,319.721325946,3.92931111745,267,412,5.49546684332,1
530,1200x900,1000,1,600,400,984.69858098,818.161152041,1.8610687602,870.499485401,578.044768225,4.42211654698,584,405,5.00266141379,1
531,1200x900,1000,1,600,400,770.150215142,110.958168548,0.180290725082,1162.68306467,182.505090512,0.180290725082,233,362,6.1028945821,0
532,1200x900,1000,1,600,400,765.655686671,288.884747098,6.22466280237,1163.97261739,265.547594175,6.22466280237,215,207,0.0585225048106,0
533,1200x900,1000,1,600,400,660.623951179,796.739902017,6.05716592887,1049.47585335,707.324029942,6.05716592887,355,483,0.226019378312,0
534,1200x900,1000,1,600,400,865.491564326,41.2093112411,4.31834831865,712.306468493,350.167340887,1.96483698853,328,504,1.17675566506,1
535,1200x900,1000,1,600,400,655.907952042,773.663482512,6.02041202664,1041.21160124,670.019389996,6.02041202664,372,410,0.262773280542,0
536,1200x900,1000,1,600,400,404.168563497,325.313768254,6.20287488429,801.882527016,293.304344302,6.20287488429,580,213,0.0803104228912,0
537,1200x900,1000,1,600,400,1155.67372716,103.60644303,1.126216478,1051.50868797,463.820228835,2.01537617559,621,412,1.126216478,1
538,1200x900,1000,1,600,400,751.605672238,855.685430856,0.339145550546,1127.87834065,790.014115727,5.94403975663,308,457,0.339145550546,1
539,1200x900,1000,1,600,400,473.703424353,277.538235182,0.0754012587942,871.569734333,307.594838155,0.0754012587942,510,383,6.20778404839,0
540,1200x900,1000,1,600,400,631.048511603,877.013047342,0.240150399566,1018.59809479,806.08656126,6.04303490761,389,568,0.240150399566,1
541,1200x900,1000,1,600,400,641.112095402,416.923654042,0.0436398115967,1039.73222128,434.33041264,0.0436398115967,339,478,6.23954549558,0
542,1200x900,1000,1,600,400,1029.68592019,820.033463212,4.16747201231,822.865432937,478.820500311,4.16747201231,304,401,5.25730594846,0
543,1200x900,1000,1,600,400,656.107137679,296.686875743,1.98864024528,494.19660344,661.35930259,1.98864024528,88,202,1.15295240831,0
544,1200x900,1000,1,600,400,444.763306227,190.575389199,0.311757472852,824.529897119,312.961403277,0.311757472852,602,620,5.97142783433,0
545,1200x900,1000,1,600,400,623.790244998,506.413062863,0.0397153948733,1022.4756125,522.255339947,0.0397153948733,358,562,6.24346991231,0
546,1200x900,1000,1,600,400,674.489821449,339.818335099,0.0244179013207,1073.37087869,349.560109596,0.0244179013207,305,374,6.25876740586,0
547,1200x900,1000,1,600,400,680.256603205,76.5817413595,5.96598289972,1059.35118403,71.7783310682,0.317202407457,369,384,5.96598289972,1
548,1200x900,1000,1,600,400,1161.46545331,584.052436738,2.42804824551,859.802799113,845.204965092,2.42804824551,103,278,0.713544408083,0
549,1200x900,1000,1,600,400,327.568213182,473.100157441,6.20661038101,725.398972687,442.57661257,6.20661038101,657,366,0.0765749261659,0
550,1200x900,1000,1,600,400,694.260326103,252.718584623,0.147882289575,1088.90537166,311.508788005,0.147882289575,301,459,6.1353030176,0
551,1200x900,1000,1,600,400,1092.93729971,389.824636685,5.66498051501,961.735143727,158.574952201,3.75979744575,146,445,5.66498051501,1
552,1200x900,1000,1,600,400,838.927961323,93.8974088457,2.00103903209,672.508492346,456.534362762,2.00103903209,255,412,1.1405536215,0
553,1200x900,1000,1,600,400,458.239176782,668.559220976,4.46542977652,360.701011399,281.664782798,4.46542977652,116,712,4.95934818425,0
554,1200x900,1000,1,600,400,655.362698025,788.721488738,1.99510147071,491.099329088,626.687900787,4.28808383647,79,309,5.1366941243,1
555,1200x900,1000,1,600,400,549.392809431,748.175419926,6.14548237309,944.615844795,693.405425247,6.14548237309,444,556,0.137702934094,0
556,1200x900,1000,1,600,400,605.382200823,87.2150898647,0.240000906803,992.945966785,182.058789253,0.240000906803,415,420,6.04318440038,0
557,1200x900,1000,1,600,400,1095.10209686,85.4613772171,4.40911711164,975.942999253,319.280673354,1.87406819554,677,505,1.26752445805,1
558,1200x900,1000,1,600,400,1140.14649867,333.844598735,5.69676637362,905.760640341,113.045257303,3.72801158715,72,464,5.69676637362,1
559,1200x900,1000,1,600,400,338.689181159,210.001741335,0.0242868580113,737.571511574,219.691245054,0.0242868580113,641,244,6.25889844917,0
560,1200x900,1000,1,600,400,611.095817129,65.0298325075,0.465142447606,967.705131363,244.001330243,0.465142447606,516,693,5.81804285957,0
561,1200x900,1000,1,600,400,817.364678889,100.890569977,2.00295491615,650.250745406,463.208018129,2.00295491615,231,406,1.13863773744,0
562,1200x900,1000,1,600,400,634.681564625,638.757166895,6.21258584032,1032.68761277,610.61137433,6.21258584032,347,540,0.0705994668563,0
563,1200x900,1000,1,600,400,780.094989778,754.429787632,6.24143761885,1178.74733781,737.777298157,6.24143761885,201,696,0.0417476883331,0
564,1200x900,1000,1,600,400,766.35529867,305.696624492,6.25339759902,1165.1782939,293.813086512,6.25339759902,215,264,0.029787708156,0
565,1200x900,1000,1,600,400,531.95218095,671.295114101,6.20503785141,929.734449409,640.146006583,6.20503785141,451,562,0.0781474557683,0
566,1200x900,1000,1,600,400,1118.62689759,639.471542878,5.39366508623,1008.41456164,329.540440798,4.03111287454,378,472,5.39366508623,1
567,1200x900,1000,1,600,400,1155.31058404,744.182403014,1.93624106843,1012.72206759,661.806697196,4.34694423875,655,297,5.07783372202,1
568,1200x900,1000,1,600,400,1165.11327348,254.745096474,0.846802600308,949.044293819,553.662465545,2.29479005328,286,475,0.846802600308,1
569,1200x900,1000,1,600,400,1174.8631222,526.721020528,4.20450340837,980.817132374,178.084886669,4.20450340837,494,720,5.2202745524,0
570,1200x900,1000,1,600,400,682.760549749,131.699952254,0.158013915583,1076.78971019,194.485465861,0.158013915583,315,352,6.1251713916,0
571,1200x900,1000,1,600,400,1044.84668935,384.150715363,0.672813038579,1021.85378109,632.802906006,2.46877961501,239,522,0.672813038579,1
572,1200x900,1000,1,600,400,719.914036642,604.848879177,6.03430323783,1106.62020691,506.566948611,6.03430323783,302,260,0.248882069345,0
573,1200x900,1000,1,600,400,505.424617268,428.132099841,0.133876623999,900.854325948,481.389451386,0.133876623999,486,615,6.14930868318,0
574,1200x900,1000,1,600,400,524.721239303,843.955911425,5.80039290056,878.11633373,658.718476669,5.80039290056,614,194,0.482792406618,0
575,1200x900,1000,1,600,400,720.831014599,490.523328636,0.145135184076,1115.63607374,548.229179975,0.145135184076,272,693,6.1380501231,0
576,1200x900,1000,1,600,400,605.428129218,767.159772146,6.24449009986,1004.12945133,751.724237084,6.24449009986,376,713,0.0386952073217,0
577,1200x900,1000,2,600,400,790.524956155,424.929901582,5.65596916347,1113.58107948,190.759576429,5.65596916347,455,420,5.65596916347,0
578,1200x900,1000,2,600,400,900.420357135,200.43272748,1.19613450743,1046.4375307,571.754670036,1.19613450743,966,276,1.19613450743,0
579,1200x900,1000,2,600,400,865.552929572,179.310858368,1.03824288551,1068.13912193,523.054708734,1.03824288551,803,394,1.03824288551,0
580,1200x900,1000,2,600,400,526.0266178,475.315317293,5.74440215012,868.501751713,270.591643402,5.74440215012,651,267,5.74440215012,0
581,1200x900,1000,2,600,400,825.368255619,307.034540672,5.80793711189,1180.15075043,124.468439283,5.80793711189,310,357,5.80793711189,0
582,1200x900,1000,2,600,400,609.941637444,369.194392045,5.76487792943,956.536565083,171.525587894,5.76487792943,554,347,5.76487792943,0
583,1200x900,1000,2,600,400,1030.39201307,697.318854873,1.28180446244,1144.10144308,698.660799207,5.00138084474,949,284,5.00138084474,1
584,1200x900,1000,2,600,400,617.755934966,559.10917904,5.53857356031,911.161012554,288.712321726,5.53857356031,731,413,5.53857356031,0
585,1200x900,1000,2,600,400,830.613665457,45.0542820985,5.36492762579,1072.8886312,295.33591969,0.918257681388,698,688,0.918257681388,1
586,1200x900,1000,2,600,400,551.774115839,563.165921691,0.748792563986,844.046152666,834.787085242,0.748792563986,802,262,0.748792563986,0
587,1200x900,1000,2,600,400,965.432173922,565.636222818,5.21300511284,1156.93866963,215.598707542,5.21300511284,741,686,5.21300511284,0
588,1200x900,1000,2,600,400,926.834217393,771.923404299,5.38076716219,1174.1000853,458.777127671,5.38076716219,585,350,5.38076716219,0
589,1200x900,1000,2,600,400,628.796146347,284.455757043,0.877688540747,883.729604186,591.392121904,0.877688540747,856,418,0.877688540747,0
590,1200x900,1000,2,600,400,657.725548137,627.738043144,5.60054916875,967.314609084,376.032633305,5.60054916875,636,278,5.60054916875,0
591,1200x900,1000,2,600,400,452.449286031,360.219765452,5.78190251277,802.359053437,168.47995562,5.78190251277,698,336,5.78190251277,0
592,1200x900,1000,2,600,400,614.272601686,212.999987735,5.85510992238,977.269387942,47.3668595029,5.85510992238,492,392,5.85510992238,0
593,1200x900,1000,2,600,400,791.242221538,663.623781753,0.286432341629,1173.98614552,776.353940327,0.286432341629,246,719,0.286432341629,0
594,1200x900,1000,2,600,400,592.005207993,510.951743001,0.46695833938,948.288941582,690.570509225,0.46695833938,537,637,0.46695833938,0
595,1200x900,1000,2,600,400,982.091441253,589.306568966,5.24372049496,1184.25745269,245.315429806,5.24372049496,687,640,5.24372049496,0
596,1200x900,1000,2,600,400,655.074479303,305.523422393,0.756114351756,945.349947277,579.277240069,0.756114351756,706,513,0.756114351756,0
597,1200x900,1000,2,600,400,788.10548898,435.888591,5.79878488909,1141.20226273,250.083132606,5.79878488909,352,239,5.79878488909,0
598,1200x900,1000,2,600,400,373.061386533,701.002839831,0.379207806587,743.715702307,848.706523597,0.379207806587,706,559,0.379207806587,0
599,1200x900,1000,2,600,400,813.692084115,578.813255294,0.466380038653,1170.07963178,758.225952352,0.466380038653,316,570,0.466380038653,0
600,1200x900,1000,2,600,400,857.35541687,395.429019709,0.999500466715,1073.10372677,731.068211067,0.999500466715,765,207,0.999500466715,0
601,1200x900,1000,2,600,400,915.496663141,522.391454171,5.25908032251,1122.92226393,181.546005121,5.25908032251,735,697,5.25908032251,0
602,1200x900,1000,2,600,400,662.265604183,680.872752974,5.36649063425,905.035784048,364.228410267,5.36649063425,865,452,5.36649063425,0
603,1200x900,1000,2,600,400,615.991537822,646.759192085,5.58183692262,920.81670061,389.305079415,5.58183692262,693,280,5.58183692262,0
604,1200x900,1000,2,600,400,797.760401121,267.973369933,5.64173842081,1117.45150814,29.2295823839,5.64173842081,459,593,5.64173842081,0
605,1200x900,1000,2,600,400,746.252442753,303.044589149,0.6183422492,1071.37382196,534.338966038,0.6183422492,493,665,0.6183422492,0
606,1200x900,1000,2,600,400,665.719942127,237.399715281,0.711873381971,967.818567639,498.047793086,0.711873381971,653,627,0.711873381971,0
607,1200x900,1000,2,600,400,839.946229136,62.2503685077,5.18626166662,1022.02415144,315.133722637,1.09692364056,900,573,1.09692364056,1
608,1200x900,1000,2,600,400,622.299095949,564.545799684,0.760369008321,911.407211666,839.532158303,0.760369008321,742,250,0.760369008321,0
609,1200x900,1000,2,600,400,435.041291925,516.412451316,0.471217994813,790.556681455,697.547229333,0.471217994813,697,627,0.471217994813,0
610,1200x900,1000,2,600,400,767.519670509,793.038548341,5.41996911575,1026.86836627,489.823683921,5.41996911575,702,293,5.41996911575,0
611,1200x900,1000,2,600,400,821.500194739,317.543691379,5.66964848138,1147.72928322,87.8143248923,5.66964848138,414,511,5.66964848138,0
612,1200x900,1000,2,600,400,732.343022487,861.520915445,5.44931660453,1000.47735851,566.046757786,5.44931660453,706,198,5.44931660453,0
613,1200x900,1000,2,600,400,519.086602072,636.60671377,0.580531562571,852.718919945,855.445641911,0.580531562571,690,374,0.580531562571,0
614,1200x900,1000,2,600,400,639.76208686,518.539539555,5.42580576245,900.876113085,216.843557963,5.42580576245,823,563,5.42580576245,0
615,1200x900,1000,2,600,400,534.405627228,288.093357979,0.658049346447,850.089123052,532.111657424,0.658049346447,736,634,0.658049346447,0
616,1200x900,1000,2,600,400,925.892408757,847.950355069,1.12859398321,1096.63687955,570.841778368,5.15459132397,854,357,5.15459132397,1
617,1200x900,1000,2,600,400,717.999233148,142.349655662,6.06809328982,1107.80497975,57.1881625156,6.06809328982,294,180,6.06809328982,0
618,1200x900,1000,2,600,400,794.105257168,609.21997555,0.363850963608,1166.98404074,751.214386585,0.363850963608,276,671,0.363850963608,0
619,1200x900,1000,2,600,400,531.435839588,599.385757145,0.728677950192,829.111938501,865.073431184,0.728677950192,803,247,0.728677950192,0
620,1200x900,1000,2,600,400,817.416950997,570.121392731,5.26020393592,1025.22539928,229.509224979,5.26020393592,832,649,5.26020393592,0
621,1200x900,1000,2,600,400,727.000684501,394.785943036,5.63151350984,1044.23398857,152.785879415,5.63151350984,540,478,5.63151350984,0
622,1200x900,1000,2,600,400,751.146398964,634.116319099,0.335673184617,1127.87771951,765.548857371,0.335673184617,307,683,0.335673184617,0
623,1200x900,1000,2,600,400,935.039692818,639.028527144,5.32780308723,1165.38107783,313.231279838,5.32780308723,636,527,5.32780308723,0
624,1200x900,1000,2,600,400,640.742700546,454.425600876,5.55522468261,938.609307434,188.951525868,5.55522468261,693,501,5.55522468261,0
625,1200x900,1000,2,600,400,808.740983888,334.737197476,5.88791807987,1176.97557025,181.100322321,5.88791807987,279,228,5.88791807987,0
626,1200x900,1000,2,600,400,826.245491752,252.311236052,5.77744513948,1175.29713005,59.0136576891,5.77744513948,329,449,5.77744513948,0
627,1200x900,1000,2,600,400,601.411374218,305.935585911,0.758107644483,891.140594397,580.267463342,0.758107644483,760,510,0.758107644483,0
628,1200x900,1000,2,600,400,449.456838929,392.83944096,5.69222225047,780.788229094,170.532198858,5.69222225047,768,410,5.69222225047,0
629,1200x900,1000,2,600,400,825.775745552,427.844324879,0.898276231657,1074.33651352,739.963764562,0.898276231657,681,257,0.898276231657,0
630,1200x900,1000,2,600,400,575.793842964,291.74487024,0.724598869341,874.551223877,556.216092398,0.724598869341,754,559,0.724598869341,0
631,1200x900,1000,2,600,400,834.352062738,184.504724089,0.9219717154,1075.44792449,502.425760584,0.9219717154,699,479,0.9219717154,0
632,1200x900,1000,2,600,400,1017.20903738,205.429129041,1.29786659847,1124.76103344,589.660267998,1.29786659847,984,227,1.29786659847,0
633,1200x900,1000,2,600,400,892.218487709,472.140215014,0.851913561412,1154.97767029,772.404451931,0.851913561412,564,253,0.851913561412,0
634,1200x900,1000,2,600,400,551.467367746,589.665096398,0.67560968201,862.817368891,839.188996631,0.67560968201,735,313,0.67560968201,0
635,1200x900,1000,2,600,400,852.414791141,837.410527955,5.2305406624,1050.02962954,490.784828326,5.2305406624,833,402,5.2305406624,0
636,1200x900,1000,2,600,400,529.112797072,616.584020066,0.426400521444,892.386486921,781.608946253,0.426400521444,575,583,0.426400521444,0
637,1200x900,1000,2,600,400,742.918348178,234.398182068,0.886290365653,995.202194325,543.5160576,0.886290365653,750,460,0.886290365653,0
638,1200x900,1000,2,600,400,831.469903366,605.083189765,5.69237067069,1162.83428477,382.825126388,5.69237067069,385,198,5.69237067069,0
639,1200x900,1000,2,600,400,626.388573,690.108339793,0.468946314893,982.31452509,870.435033957,0.468946314893,504,456,0.468946314893,0
640,1200x900,1000,2,600,400,813.703616403,404.012509809,5.74765722483,1156.84332564,200.404700671,5.74765722483,361,334,5.74765722483,0
641,1200x900,1000,2,600,400,1046.65677776,176.190409564,1.25481525313,1170.64567795,555.436705039,1.25481525313,897,272,1.25481525313,0
642,1200x900,1000,2,600,400,469.900625816,641.279994208,0.62700783954,793.005520788,875.383020343,0.62700783954,776,316,0.62700783954,0
643,1200x900,1000,2,600,400,750.667765172,779.243891678,5.40037940656,1004.02718802,471.006965182,5.40037940656,740,325,5.40037940656,0
644,1200x900,1000,2,600,400,795.668257843,413.893313781,0.679118080221,1106.1409154,664.508015884,0.679118080221,495,486,0.679118080221,0
645,1200x900,1000,2,600,400,711.225620096,555.659866197,5.55831373179,1009.910867,291.107180929,5.55831373179,619,396,5.55831373179,0
646,1200x900,1000,2,600,400,862.012183067,763.546523861,1.0572689247,1058.02202003,667.21203435,5.22591638248,829,227,5.22591638248,1
647,1200x900,1000,2,600,400,644.608165177,381.306762891,0.574679206271,979.51548567,598.189419367,0.574679206271,560,637,0.574679206271,0
648,1200x900,1000,2,600,400,806.805488007,592.533323604,5.52391036933,1096.21428509,317.863434152,5.52391036933,557,394,5.52391036933,0
